1 --> {1=0.00572233711565794, 2=0.008847440297185784, 3=0.011168516158380793, 4=0.007027453613732049, 5=0.0055622535470871435, 6=0.004525608172153268, 7=0.005576614892629968, 8=0.002137428691571208, 9=0.007288670309439902, 10=0.011509224516420375, 11=0.008650472785995619, 12=0.0036370010469427105, 13=0.003912549412360842}
272 --> {1=4.941969017951345E-4, 2=0.004206901228673505, 3=0.00353058145519086, 4=0.003838233690250273, 5=0.007324777836531037, 6=0.0023814531566477928, 7=0.007380626309404053, 8=0.0015043612125081199, 9=0.005793834804746831, 10=0.018958725479582373, 11=0.0022627601072177967, 12=0.0, 13=0.00283404503269289}
273 --> {1=0.0028211132674644747, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=6.242510258990015E-4, 8=0.0, 9=0.0029866237711841694, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
274 --> {1=0.01897920893750285, 2=0.017509532310992924, 3=0.014634437532439556, 4=0.014272599243611283, 5=0.011236315698937682, 6=0.0037570367017319773, 7=0.006189077004775985, 8=0.0012654305321581367, 9=0.011686047148515295, 10=0.020202584339479426, 11=0.007063122116991916, 12=0.009362535809882036, 13=0.0014525602874518636}
275 --> {1=0.012855561216126092, 2=0.010343462005212608, 3=0.007681925801870965, 4=0.002502489330766196, 5=3.5075717153262083E-4, 6=9.531905410522294E-4, 7=0.011120215761913656, 8=0.007006034953189279, 9=0.006837628467721426, 10=0.011875993938773869, 11=0.007677021268688265, 12=0.006493139795293907, 13=0.0011214339207613728}
276 --> {1=0.008323541343118837, 2=0.01127205297013983, 3=0.01675831507665484, 4=0.021301437471715624, 5=0.02812554305509691, 6=0.011499552535053562, 7=0.014865304388435379, 8=0.003952843697747305, 9=0.031203759951196803, 10=0.050603965007041084, 11=0.009909831097608747, 12=4.685922005255294E-4, 13=0.007416103596323458}
277 --> {1=0.006814339964566007, 2=0.0016542473575040387, 3=0.0013883033437758702, 4=0.002625420434220813, 5=0.0061045831172299465, 6=0.008405078743165696, 7=5.444373470593317E-4, 8=0.0, 9=0.003855258335686893, 10=4.844891724933658E-4, 11=0.0, 12=0.0, 13=0.0}
278 --> {1=0.02296208675430943, 2=0.015312410891829664, 3=0.008476607781374858, 4=0.0013244572434058803, 5=0.006729370300629277, 6=0.0017909056243880857, 7=0.005414424803542552, 8=0.0017531841548078177, 9=0.005359571373449756, 10=0.0038771752054119497, 11=0.007949083386302444, 12=0.0071648439120484495, 13=0.015700532488984353}
279 --> {1=0.006211438541023665, 2=0.005214884744433818, 3=0.007344966625155045, 4=0.007258629697868985, 5=0.009484127469260549, 6=0.0031852307300787347, 7=0.007211679230507126, 8=0.0016913515471976674, 9=0.008204854400122082, 10=0.01958210872699666, 11=0.00651370133128404, 12=0.0, 13=0.005556320711274009}
280 --> {1=0.06499820882750096, 2=0.0659512375232835, 3=0.05534862919042479, 4=0.0, 5=0.0, 6=0.0019458734311205061, 7=0.008743208728772295, 8=0.007276225559909286, 9=0.012012835080226693, 10=0.010651580396701128, 11=0.03732541926659529, 12=0.05194511836235126, 13=0.0}
281 --> {1=6.369499291385449E-4, 2=0.005814785821711718, 3=0.006508273299752079, 4=0.0065478868112211755, 5=0.0056348638680244105, 6=0.0039109421153775345, 7=0.0035993398258992227, 8=0.0011179025622292497, 9=0.008302263007381164, 10=0.008071514277923533, 11=0.009231926388883612, 12=6.460575927060225E-4, 13=0.005807262737050201}
282 --> {1=0.009245793418397673, 2=0.011592589275589016, 3=0.010679463561221271, 4=0.011070901611682131, 5=0.019584994957376742, 6=0.011191576064449586, 7=0.011281862342412576, 8=0.0013967237637645055, 9=0.014443945104387445, 10=0.03463072976898552, 11=0.007681867056912522, 12=0.004945929765010026, 13=0.004016263223169135}
283 --> {1=0.007463277601014401, 2=0.010931746015772261, 3=0.005142315709697498, 4=0.01178215653855689, 5=0.01763912734781748, 6=0.0075218613394765765, 7=0.009923797691936877, 8=0.01049613435109337, 9=0.029827568256737123, 10=0.043213846147767535, 11=0.0014089426740463839, 12=4.0699135103051953E-4, 13=0.004265004081114676}
284 --> {1=0.006621626578365878, 2=0.003443849752222243, 3=0.0021971016185225326, 4=0.005938512155648036, 5=0.0013754801708392257, 6=0.014024863568586454, 7=0.003851965208182263, 8=7.495668361996403E-4, 9=0.0033601570210346995, 10=0.00397596918895931, 11=6.01628191099501E-4, 12=0.0, 13=0.002191581294256005}
285 --> {1=0.0041122336609513135, 2=0.0014295935421246055, 3=0.0011997658547066076, 4=0.0034725332104789783, 5=0.0, 6=6.417350862090036E-4, 7=0.0, 8=0.0, 9=0.010712921992676228, 10=0.008637244161862356, 11=0.0, 12=0.0, 13=0.0}
286 --> {1=0.0029198522318257315, 2=0.003405226669033963, 3=0.004771704733633899, 4=0.026020226042773653, 5=0.024338542358755755, 6=0.00640774002081067, 7=0.00793598595833712, 8=0.0, 9=0.018538625560972154, 10=0.010888727972291108, 11=0.00616425044568535, 12=9.840436211036117E-4, 13=0.0}
287 --> {1=0.002498803568158907, 2=0.004894747814560536, 3=0.002576695554158418, 4=0.012845995358947777, 5=0.024578263779676486, 6=0.009501987799444462, 7=0.002791800224638585, 8=0.0, 9=0.008613744554207955, 10=0.012413342006068417, 11=0.007229333805323997, 12=9.883342540306962E-4, 13=0.0015721514622901573}
288 --> {1=0.019046879420143933, 2=0.0185177468424144, 3=0.024594391083889253, 4=0.008465230687814369, 5=0.0018895814946874325, 6=0.013789352965552634, 7=0.006967852888551365, 8=0.0012654305321581367, 9=0.016124877390079378, 10=0.013216590163655314, 11=0.0064913772637557035, 12=0.009033933628235001, 13=8.97355540740711E-4}
289 --> {1=5.559861798466151E-4, 2=0.004640630569989631, 3=0.002875678496464323, 4=0.009940852569467905, 5=0.010966847091861073, 6=0.003739836661937796, 7=0.009776646155062248, 8=0.0, 9=0.011143798292278302, 10=0.037476298721781244, 11=0.001127154139237107, 12=0.0, 13=0.0038193466612191918}
290 --> {1=0.003084548734090389, 2=0.009704852441538323, 3=0.007060132667688366, 4=0.002453981175073681, 5=0.004975424733582381, 6=0.0015452640257522334, 7=0.004114440974813712, 8=7.918476482457185E-4, 9=0.007786627412593303, 10=0.01263032973855911, 11=0.005933810967348048, 12=6.734473092014888E-4, 13=0.005204530840960234}
291 --> {1=0.020133089526959386, 2=0.02016829704423593, 3=0.018744351275956875, 4=0.005344699225121601, 5=0.013000575735882713, 6=0.003216553744003728, 7=0.01121961126267168, 8=0.0035502276483902182, 9=0.009587541940268311, 10=0.0174892278223989, 11=0.0031090751745638076, 12=4.1365163749290825E-4, 13=0.010967423908140973}
292 --> {1=0.005153094800455325, 2=0.005566053136169429, 3=0.010355504194077474, 4=0.004367891596512967, 5=0.0042602573556707185, 6=1.2409173470378997E-4, 7=0.003902087123469767, 8=0.0011962846092056056, 9=0.006165647145288154, 10=0.007488146133836814, 11=0.007061163437680181, 12=0.0, 13=0.0028132493755266504}
293 --> {1=0.0019084001515200857, 2=0.006893517781350181, 3=0.011224778448200735, 4=0.017252727031056726, 5=0.025553399736512095, 6=0.005629012676499779, 7=0.011158944767108894, 8=0.0035173343241688177, 9=0.013222741419594775, 10=0.03180996148577779, 11=0.007460521652737658, 12=0.0, 13=0.007125579839504002}
294 --> {1=0.013708114605649045, 2=0.010219171726895612, 3=0.004833743478012616, 4=0.017921806444498624, 5=0.03187595405843746, 6=0.007755445349638008, 7=0.017872010027572917, 8=0.0033324058766733278, 9=0.01997732072990374, 10=0.04808689208914368, 11=0.0036195933862757787, 12=3.381143500631329E-4, 13=0.0038768376573911603}
295 --> {1=0.0, 2=0.0025900976523539044, 3=0.002268465893205893, 4=0.008387050904325824, 5=0.011798644254538752, 6=0.003356349184524068, 7=0.004386181690646544, 8=7.012076854770829E-4, 9=0.005925208873267744, 10=0.011917580947725938, 11=0.004390069725811659, 12=0.0, 13=0.006602910156250397}
296 --> {1=0.02124011467879619, 2=0.024483457876256897, 3=0.01962767779062374, 4=0.013744658291957274, 5=0.011091208928433684, 6=0.003920810722084737, 7=0.014661572063142203, 8=0.0023283921791709718, 9=0.01810640185404884, 10=0.03444405140492099, 11=0.014867089100857975, 12=0.0166224378759524, 13=0.0034982780263928836}
297 --> {1=0.015186543175448734, 2=0.011734002458315634, 3=0.009578975508508416, 4=0.006817254606295486, 5=0.0043490868404403036, 6=0.00346159773944299, 7=0.015761141977191577, 8=0.002070055448272162, 9=0.01336925390794774, 10=0.02288375991096451, 11=0.0064823556718366536, 12=0.009165903208845574, 13=0.0027289762867805847}
298 --> {1=0.002414444384763255, 2=0.004256572142936267, 3=0.003365891808919714, 4=0.004051468895264177, 5=0.007108141633613658, 6=0.004098452691428153, 7=0.0051061838199532505, 8=0.0, 9=0.004581667721621683, 10=0.01921635654885298, 11=7.305628680240509E-4, 12=0.0, 13=0.002041532059952708}
299 --> {1=6.467003835715904E-4, 2=0.00587371718850744, 3=0.006446328950896856, 4=0.011852041553368324, 5=0.004909035868301578, 6=0.010977746907996282, 7=0.004807473360574376, 8=6.629422171359504E-4, 9=0.010698275059777992, 10=0.014441071399390215, 11=0.005666348638506113, 12=6.963029799219585E-4, 13=0.005097062529703705}
300 --> {1=0.008314137273607854, 2=0.012060920184062476, 3=0.010667542263175907, 4=0.01370515261873525, 5=0.013711457019764367, 6=0.0031942420169981268, 7=0.008807779186091868, 8=8.084695066565874E-4, 9=0.014732464080197584, 10=0.024580450636275033, 11=0.006181120529740887, 12=0.005771679818039029, 13=0.003135518711458411}
301 --> {1=0.00944444262531179, 2=0.0033832824083101696, 3=0.0013631888479372566, 4=0.004150918624367704, 5=0.0035118270336171767, 6=4.0749763100470144E-4, 7=0.002147538503283373, 8=0.0, 9=0.0033673472902005877, 10=0.0032527356653661906, 11=0.0014953402909440594, 12=3.280145403678706E-4, 13=0.0}
302 --> {1=0.0, 2=0.005506607638748574, 3=0.011784420567938075, 4=0.0, 5=0.00690791674712974, 6=0.02162894781410905, 7=0.008707623859758002, 8=0.010783647788667033, 9=0.04754096108738989, 10=0.04816988370191611, 11=0.0, 12=0.0, 13=0.0}
303 --> {1=0.015731977777202692, 2=0.018160446488483355, 3=0.02448673503001542, 4=0.006328471428986549, 5=0.0027898136408703476, 6=0.010510972887147755, 7=0.02360319045399574, 8=0.013496293857795997, 9=0.0123024970713164, 10=0.022658313010838673, 11=0.010277683716352173, 12=0.012986279590587815, 13=0.01732582979776941}
304 --> {1=0.010487985184801795, 2=0.01371437729774802, 3=0.010222748849283198, 4=0.006511134881927112, 5=0.007660827827756585, 6=0.0022973421818085057, 7=0.015526570407748746, 8=0.008435653343844473, 9=0.013917355468632675, 10=0.032680320786852936, 11=0.007399711295252821, 12=0.008657519727058543, 13=0.0018241089557290392}
305 --> {1=0.004207387254428883, 2=0.010629691644564994, 3=0.009030039355678416, 4=0.010418062873536455, 5=0.020730194764989624, 6=0.007982251656288927, 7=0.013455369489407166, 8=0.0011553908345000392, 9=0.012248565834374921, 10=0.048557958777628626, 11=0.001878590232061845, 12=0.0, 13=0.005320143685817875}
306 --> {1=0.015449217647784544, 2=0.028984948922391583, 3=0.01368809966991818, 4=0.009344805290622404, 5=0.0, 6=3.8917468622410125E-4, 7=0.004650911603539973, 8=0.0024634919097076212, 9=0.01992355591729294, 10=0.009316183612092355, 11=0.007465083853319059, 12=0.010389023672470252, 13=0.0}
307 --> {1=0.0012977121030336583, 2=0.0046925454922670164, 3=0.004703718287730857, 4=0.01193164112936966, 5=0.011694936814882912, 6=0.0034927402725496433, 7=0.008511432706918154, 8=0.0, 9=0.010638418267375929, 10=0.02875682233077445, 11=0.0028464188790875045, 12=3.9361744844144465E-4, 13=0.004367492459090142}
308 --> {1=0.0, 2=0.0035403733787783102, 3=0.0032344466626035915, 4=0.0072153146872203314, 5=0.0013492724688444829, 6=8.125462058575626E-4, 7=0.004414058510765518, 8=0.0, 9=0.010584606170376855, 10=0.0065336084118848385, 11=0.002159220899076399, 12=2.8942459444223875E-4, 13=0.0}
309 --> {1=0.006162658796855557, 2=0.007617130921528321, 3=0.0031906726429965964, 4=0.003941969735932712, 5=0.007591817592321304, 6=0.003747967223323806, 7=0.02341337659453682, 8=0.005143857139545593, 9=0.0135955812508158, 10=0.03545073996535967, 11=0.0015292645416046767, 12=0.0, 13=0.0023664116182430784}
310 --> {1=0.0018618725235494168, 2=0.00609060902668946, 3=0.01078462466550525, 4=0.018729516170483775, 5=0.0072600818394745695, 6=0.013762418776154991, 7=0.011983197270013343, 8=0.00412028843108923, 9=0.018479035878346255, 10=0.02623449167860175, 11=0.004369953844161226, 12=3.6446060040874506E-4, 13=0.00294682300691441}
311 --> {1=0.009028571630447521, 2=0.015708330626214927, 3=0.012357489952595755, 4=0.0, 5=0.0, 6=0.0021159907269915324, 7=0.0023314386319084894, 8=0.002136583899158942, 9=0.0017796792711446952, 10=0.005325014296186868, 11=0.007985226063909119, 12=0.007695573090718705, 13=0.0}
312 --> {1=0.022596210086925472, 2=0.020680294901947362, 3=0.017858808159711033, 4=0.014737552406610767, 5=0.03333750442523041, 6=0.004824559631061611, 7=0.010710240374309081, 8=0.0010036173186081774, 9=0.016851717741259306, 10=0.024161005352472426, 11=0.007337886064703766, 12=0.0071648439120484495, 13=0.010703240807722942}
313 --> {1=2.537767874083123E-4, 2=0.00601390794700923, 3=0.005888963350117022, 4=0.014583596473965569, 5=0.018241059217120298, 6=0.005605589445836603, 7=0.009035795140080877, 8=0.0018742003631109288, 9=0.01572527081953786, 10=0.030255358955121672, 11=0.0035387894525096613, 12=2.6595773543340855E-4, 13=0.004925070852309481}
314 --> {1=0.003716437909247882, 2=0.010121452038842602, 3=0.010053108967308596, 4=0.007027435674827473, 5=0.0021027450154164633, 6=0.0, 7=0.014109310336770809, 8=0.004424677390123741, 9=0.005795169555151098, 10=0.008897395832795701, 11=0.012798403852244218, 12=0.0, 13=0.010279844149421045}
315 --> {1=0.00400032101191892, 2=0.007994896060730576, 3=0.010981686541366439, 4=0.016218784659195802, 5=0.014176566421054547, 6=0.0067568483334536885, 7=0.011850259300353617, 8=0.004402032314259984, 9=0.021075473035542365, 10=0.038705776515699584, 11=0.0067405568173586105, 12=4.685922005255294E-4, 13=0.005874138859266737}
316 --> {1=0.01523695340095543, 2=0.009987448615127067, 3=0.004666392235692907, 4=0.016776042913349627, 5=0.007663565186310093, 6=0.0029523742031770457, 7=0.009634246277934206, 8=5.573702115330659E-4, 9=0.021390418429112077, 10=0.016491976093112797, 11=0.00494080187008667, 12=5.046377544121086E-4, 13=0.004139707929811809}
317 --> {1=0.040812416117132315, 2=0.03965692956457351, 3=0.03403829759561893, 4=0.011614941108575666, 5=0.014942653567938257, 6=0.0072073369252190714, 7=0.016651182790967698, 8=0.005327102814427964, 9=0.016446654019824793, 10=0.03051774009202798, 11=0.020977276146206886, 12=0.025023610771167423, 13=0.0019652286241995803}
318 --> {1=0.0, 2=0.0016788004262312298, 3=0.0014089091541822105, 4=0.01531428568400263, 5=0.008811047130977523, 6=0.011327130188909842, 7=0.007237923931083987, 8=0.0, 9=0.017025646475593983, 10=0.024981536025908996, 11=0.0035249259861325944, 12=0.005863401516824754, 13=0.0062932691203866015}
319 --> {1=0.014339496118946065, 2=0.018719657895983458, 3=0.014117954907022886, 4=0.0021448952974927995, 5=0.004770163735340733, 6=0.00387662968294106, 7=0.005750135264962582, 8=0.006597223161337339, 9=0.006254528903757745, 10=0.013861576748443478, 11=0.009169220169329272, 12=0.012222380791141473, 13=0.0014809991902646074}
320 --> {1=0.008100979412338635, 2=0.01721029123818454, 3=0.012667761706944164, 4=0.011594939378889994, 5=0.009329504017376731, 6=0.007464684450328447, 7=0.008769507292045165, 8=0.003138196205366503, 9=0.012654284414591285, 10=0.025859195907102752, 11=0.005652875616501764, 12=0.006886625763072356, 13=0.0017132762364816855}
321 --> {1=0.001871700148606238, 2=0.005844273002902267, 3=0.0049047222079957, 4=0.020571452209015344, 5=0.010525507519453688, 6=0.005018242635378805, 7=0.014088733426562468, 8=0.019035514888228258, 9=0.018954346887172905, 10=0.02972163077874126, 11=0.004609518597250316, 12=0.0, 13=0.0029605442107600516}
322 --> {1=0.002150146111032213, 2=0.001689662160511336, 3=0.0014180247087284355, 4=0.0027009792635094513, 5=0.0057245786051655055, 6=0.0011054062187885916, 7=0.00519377406958063, 8=0.0010586245569501585, 9=0.00407714301074777, 10=0.012619035762873368, 11=0.0015923126680421533, 12=0.0, 13=0.001994327985969071}
323 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
324 --> {1=0.0, 2=0.0050952715779266754, 3=0.004276133515942151, 4=0.01981406273303819, 5=0.031721986299129284, 6=0.016408808787876424, 7=0.019115558998750646, 8=0.006515785077586393, 9=0.023973832923719584, 10=0.05915590176635946, 11=0.0050317605395811624, 12=0.0, 13=0.005568147768565478}
325 --> {1=0.005847061111504055, 2=0.009503457872942716, 3=0.0074226431356174995, 4=0.012565380281803961, 5=0.011225701010115205, 6=0.004664612839672351, 7=0.007075995164148887, 8=0.0011052682715092764, 9=0.011682381858711025, 10=0.01944998101996136, 11=0.005806233808365342, 12=0.004730889340444373, 13=0.0025096649476251155}
326 --> {1=0.0021628535050560974, 2=0.0075344102644056945, 3=0.004790291124219516, 4=0.014585288022951037, 5=0.026422781617869054, 6=0.005969193581458395, 7=0.022935954939961534, 8=0.0, 9=0.02154402048696114, 10=0.0645442915972576, 11=0.002630026324886583, 12=0.0, 13=0.016169547933414807}
327 --> {1=0.0050678916134126875, 2=0.00517651768687509, 3=0.0012548978105563601, 4=0.00887438123666825, 5=0.0180457290305811, 6=0.0037947192508278617, 7=0.011047493028263407, 8=0.0010186677473775349, 9=0.008393520954895681, 10=0.021468982472281323, 11=0.006428084800559661, 12=0.002433383067550985, 13=0.005030877953500743}
328 --> {1=0.00730744672142426, 2=0.01643126323711036, 3=0.012233648813600404, 4=0.014345891385947645, 5=0.019452541251607634, 6=0.005298315263863941, 7=0.01343173993195183, 8=7.276225559909287E-4, 9=0.0187598340241397, 10=0.04399429628737189, 11=0.0065886177005241575, 12=0.0054405227415110285, 13=0.0033408886611392867}
329 --> {1=0.009091306299251364, 2=0.009492894806789562, 3=0.01285842996083543, 4=0.007674756391291015, 5=0.0041122985155840975, 6=0.0024967552972026386, 7=0.006615351763096974, 8=7.098756643813938E-4, 9=0.009619501978153358, 10=0.011490736785103949, 11=0.00676362019351368, 12=0.005307827064888808, 13=0.004446248634052004}
330 --> {1=0.02110236884925943, 2=0.029973425070618336, 3=0.016335318612172564, 4=0.002514704831543282, 5=0.0075831139317120155, 6=0.0022103848360519847, 7=0.014899953025508676, 8=0.0015888564962135828, 9=0.012295952391958785, 10=0.025396905818014945, 11=0.006123899002967852, 12=0.00847895252573747, 13=0.01557503428464168}
331 --> {1=0.0022051809021480678, 2=0.0042632009903425545, 3=0.0038035768216550525, 4=0.008359817386062375, 5=0.01275868649489326, 6=0.0033341569151107983, 7=0.012620629629639583, 8=0.0011092305240829907, 9=0.007322252663246741, 10=0.026837319045210483, 11=0.006841995060924762, 12=0.0, 13=0.005764065550786301}
332 --> {1=0.007844431768254929, 2=0.004004380834285113, 3=9.212098315806762E-4, 4=0.002804863081336738, 5=0.009000483070156771, 6=0.001147921842588153, 7=0.004129843699798403, 8=0.0, 9=0.0031719238072765495, 10=0.013649345974472395, 11=0.0022903556582646563, 12=0.0, 13=0.0012849571773612641}
333 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
334 --> {1=0.005769989715516317, 2=0.0026156994791249567, 3=2.1316818431941538E-4, 4=0.007018367203272936, 5=0.009911907264472806, 6=0.004093503193668793, 7=0.00214823933536198, 8=0.0, 9=0.00718269404034882, 10=0.007439822318425536, 11=0.0014661999611070282, 12=0.0, 13=6.44974294907386E-4}
